age, education-num, marital-status, relationship, race, hours-per-week, sex
54,13, Married-civ-spouse, Husband, White,25, Male
34,11, Never-married, Other-relative, White,40, Female
18,6, Never-married, Own-child, White,30, Male
28,7, Never-married, Not-in-family, Black,40, Female
32,9, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
22,13, Never-married, Not-in-family, White,35, Female
34,13, Never-married, Not-in-family, White,48, Male
53,13, Married-civ-spouse, Husband, White,30, Male
47,9, Married-civ-spouse, Husband, White,40, Male
19,10, Never-married, Own-child, White,40, Female
41,10, Married-civ-spouse, Husband, White,55, Male
46,10, Married-civ-spouse, Wife, White,40, Female
56,4, Divorced, Other-relative, White,20, Male
42,9, Divorced, Not-in-family, Black,40, Female
25,13, Never-married, Own-child, White,35, Female
42,9, Married-civ-spouse, Husband, White,50, Male
43,13, Divorced, Not-in-family, White,40, Female
17,7, Never-married, Own-child, White,12, Female
57,4, Married-civ-spouse, Husband, White,40, Male
40,14, Married-civ-spouse, Husband, White,50, Male
62,9, Widowed, Not-in-family, White,40, Female
20,10, Never-married, Own-child, White,16, Male
47,10, Married-civ-spouse, Husband, White,50, Male
40,10, Married-civ-spouse, Husband, White,40, Male
44,9, Married-civ-spouse, Wife, Asian-Pac-Islander,40, Female
48,13, Married-civ-spouse, Husband, White,55, Male
39,11, Married-civ-spouse, Husband, White,60, Male
46,10, Married-civ-spouse, Husband, Black,40, Male
72,15, Married-civ-spouse, Husband, White,50, Male
53,9, Married-civ-spouse, Husband, White,30, Male
47,10, Married-civ-spouse, Husband, White,40, Male
40,9, Divorced, Not-in-family, White,45, Male
34,9, Separated, Not-in-family, Asian-Pac-Islander,40, Male
41,9, Never-married, Own-child, White,40, Male
41,9, Married-civ-spouse, Husband, White,40, Male
20,10, Never-married, Own-child, White,35, Male
42,2, Married-civ-spouse, Husband, White,60, Male
54,13, Never-married, Not-in-family, White,50, Male
39,13, Married-civ-spouse, Wife, White,40, Female
37,9, Divorced, Not-in-family, White,40, Male
59,16, Married-civ-spouse, Husband, White,40, Male
69,3, Married-civ-spouse, Husband, White,40, Male
24,13, Never-married, Own-child, Black,35, Female
36,11, Married-civ-spouse, Husband, White,40, Male
21,10, Never-married, Own-child, White,30, Male
68,9, Widowed, Not-in-family, White,32, Male
20,10, Separated, Not-in-family, White,40, Male
26,11, Never-married, Not-in-family, White,35, Female
48,8, Widowed, Unmarried, White,50, Female
39,15, Married-civ-spouse, Husband, White,50, Male
21,12, Never-married, Own-child, White,18, Female
22,9, Never-married, Other-relative, White,42, Female
34,11, Divorced, Unmarried, White,40, Female
33,10, Married-civ-spouse, Husband, White,45, Male
46,5, Married-civ-spouse, Husband, White,40, Male
47,7, Married-civ-spouse, Husband, White,40, Male
65,13, Married-civ-spouse, Husband, White,40, Male
23,9, Married-civ-spouse, Husband, White,40, Male
28,10, Never-married, Not-in-family, White,30, Female
34,9, Divorced, Not-in-family, White,60, Male
20,10, Never-married, Not-in-family, White,40, Male
28,7, Never-married, Not-in-family, White,40, Male
52,13, Married-civ-spouse, Husband, White,60, Male
40,14, Married-civ-spouse, Wife, Asian-Pac-Islander,38, Female
22,13, Never-married, Own-child, White,7, Female
29,9, Married-civ-spouse, Husband, White,45, Male
31,4, Married-civ-spouse, Husband, White,60, Male
42,14, Married-civ-spouse, Husband, White,40, Male
38,9, Never-married, Unmarried, Black,40, Female
22,7, Married-civ-spouse, Husband, White,70, Male
21,10, Never-married, Own-child, White,40, Male
43,5, Married-civ-spouse, Husband, White,40, Male
43,13, Married-civ-spouse, Husband, White,50, Male
33,10, Married-civ-spouse, Husband, White,50, Male
17,6, Never-married, Own-child, Black,35, Male
54,15, Married-civ-spouse, Husband, White,50, Male
45,9, Divorced, Unmarried, White,40, Female
55,6, Married-civ-spouse, Husband, White,45, Male
51,9, Married-civ-spouse, Husband, White,35, Male
65,6, Divorced, Unmarried, White,40, Male
21,13, Never-married, Own-child, Asian-Pac-Islander,45, Female
40,9, Widowed, Unmarried, Black,40, Female
58,10, Never-married, Not-in-family, Black,37, Female
53,9, Widowed, Not-in-family, White,58, Female
39,14, Married-civ-spouse, Husband, White,50, Male
56,9, Married-civ-spouse, Husband, White,40, Male
37,10, Married-civ-spouse, Husband, White,50, Male
44,13, Married-civ-spouse, Husband, White,40, Male
49,5, Separated, Own-child, White,38, Male
36,10, Married-civ-spouse, Husband, Asian-Pac-Islander,50, Male
59,13, Married-civ-spouse, Husband, White,60, Male
33,9, Divorced, Own-child, White,40, Female
36,15, Never-married, Not-in-family, White,50, Male
26,10, Married-civ-spouse, Wife, White,25, Female
22,6, Never-married, Not-in-family, White,25, Female
25,14, Never-married, Own-child, White,40, Male
28,10, Married-civ-spouse, Wife, White,15, Female
41,12, Divorced, Unmarried, White,38, Female
45,11, Married-civ-spouse, Husband, White,70, Male
43,9, Married-civ-spouse, Husband, White,40, Male
30,5, Never-married, Unmarried, Black,40, Male
33,9, Married-spouse-absent, Unmarried, White,50, Male
34,10, Married-civ-spouse, Husband, White,40, Male
21,11, Never-married, Not-in-family, White,30, Male
31,13, Married-civ-spouse, Husband, White,45, Male
48,3, Married-civ-spouse, Husband, White,40, Male
22,10, Never-married, Own-child, White,20, Female
47,10, Divorced, Unmarried, White,60, Female
27,13, Never-married, Not-in-family, Asian-Pac-Islander,40, Female
18,7, Never-married, Not-in-family, White,25, Male
43,14, Married-civ-spouse, Husband, White,40, Male
36,10, Widowed, Not-in-family, White,20, Female
37,9, Divorced, Not-in-family, White,40, Male
24,11, Never-married, Own-child, White,20, Male
24,9, Never-married, Not-in-family, White,40, Male
38,13, Married-civ-spouse, Husband, White,70, Male
48,13, Married-civ-spouse, Husband, Black,40, Male
75,2, Married-civ-spouse, Other-relative, Black,16, Female
43,13, Divorced, Not-in-family, White,70, Male
64,13, Divorced, Not-in-family, White,50, Female
67,16, Married-civ-spouse, Husband, White,5, Male
36,9, Divorced, Not-in-family, White,40, Female
53,10, Married-civ-spouse, Husband, White,40, Male
22,10, Never-married, Not-in-family, Black,20, Male
73,9, Never-married, Not-in-family, White,36, Female
46,9, Divorced, Not-in-family, White,40, Female
45,9, Married-civ-spouse, Husband, White,40, Male
43,9, Married-civ-spouse, Husband, White,40, Male
20,9, Never-married, Own-child, Black,20, Male
43,10, Divorced, Not-in-family, Asian-Pac-Islander,40, Male
21,8, Never-married, Other-relative, Black,48, Male
40,9, Separated, Unmarried, Black,25, Female
36,13, Married-civ-spouse, Husband, White,40, Male
64,13, Divorced, Not-in-family, White,45, Male
19,10, Never-married, Own-child, White,40, Female
46,10, Married-civ-spouse, Husband, White,38, Male
46,14, Divorced, Unmarried, White,65, Female
41,13, Never-married, Not-in-family, White,70, Female
29,10, Divorced, Unmarried, White,8, Female
28,10, Never-married, Other-relative, White,40, Female
23,10, Married-civ-spouse, Husband, White,45, Male
30,13, Never-married, Not-in-family, White,60, Female
44,13, Married-spouse-absent, Not-in-family, White,40, Female
27,9, Married-civ-spouse, Husband, White,45, Male
25,9, Never-married, Unmarried, White,34, Female
29,6, Married-civ-spouse, Husband, White,40, Male
54,9, Married-civ-spouse, Husband, White,40, Male
27,13, Never-married, Not-in-family, White,65, Male
34,9, Married-civ-spouse, Husband, White,35, Male
38,10, Married-civ-spouse, Husband, White,50, Male
24,9, Never-married, Other-relative, Amer-Indian-Eskimo,40, Female
56,14, Married-civ-spouse, Wife, White,40, Female
35,9, Married-civ-spouse, Husband, White,62, Male
23,11, Never-married, Not-in-family, Amer-Indian-Eskimo,30, Female
23,10, Never-married, Not-in-family, White,40, Male
19,10, Never-married, Own-child, Black,20, Female
42,15, Married-civ-spouse, Husband, White,35, Male
46,13, Married-civ-spouse, Husband, White,45, Male
48,9, Divorced, Unmarried, Asian-Pac-Islander,84, Female
27,9, Never-married, Not-in-family, White,40, Male
22,12, Never-married, Other-relative, White,15, Male
49,10, Married-civ-spouse, Husband, White,70, Male
23,10, Never-married, Own-child, White,20, Male
24,9, Never-married, Own-child, White,40, Male
34,9, Never-married, Own-child, Asian-Pac-Islander,40, Male
25,9, Never-married, Own-child, White,40, Male
33,10, Married-civ-spouse, Husband, White,50, Male
22,12, Never-married, Own-child, White,27, Female
54,9, Never-married, Not-in-family, White,30, Female
39,14, Never-married, Not-in-family, White,40, Female
25,13, Never-married, Not-in-family, White,40, Female
75,9, Married-civ-spouse, Husband, White,26, Male
28,9, Never-married, Other-relative, Black,30, Male
50,13, Divorced, Not-in-family, White,50, Female
62,13, Married-civ-spouse, Husband, White,55, Male
40,9, Married-civ-spouse, Husband, White,40, Male
58,13, Never-married, Not-in-family, White,37, Female
24,12, Married-civ-spouse, Wife, White,40, Female
21,9, Never-married, Other-relative, White,30, Female
40,13, Married-civ-spouse, Husband, White,50, Male
45,11, Married-civ-spouse, Husband, White,42, Male
48,9, Married-civ-spouse, Husband, White,60, Male
34,9, Never-married, Not-in-family, White,70, Male
23,9, Never-married, Unmarried, Other,40, Female
43,14, Never-married, Not-in-family, White,50, Female
42,10, Never-married, Not-in-family, White,40, Male
39,13, Married-civ-spouse, Husband, White,50, Male
52,9, Married-civ-spouse, Husband, White,60, Male
21,10, Never-married, Not-in-family, White,35, Female
56,13, Never-married, Not-in-family, White,60, Female
48,9, Married-civ-spouse, Wife, White,40, Female
37,9, Divorced, Not-in-family, Asian-Pac-Islander,70, Female
25,9, Married-civ-spouse, Husband, White,35, Male
40,13, Married-civ-spouse, Own-child, White,40, Male
34,7, Never-married, Own-child, Black,45, Male
52,9, Divorced, Not-in-family, White,40, Male
41,13, Married-civ-spouse, Husband, White,42, Male
36,9, Never-married, Not-in-family, White,40, Male
21,11, Never-married, Own-child, White,40, Male
28,13, Never-married, Not-in-family, White,40, Female
31,13, Married-civ-spouse, Husband, White,60, Male
20,10, Never-married, Own-child, White,9, Male
68,9, Married-civ-spouse, Husband, White,40, Male
35,9, Married-civ-spouse, Husband, White,40, Male
32,9, Never-married, Own-child, Black,40, Male
64,14, Married-civ-spouse, Husband, White,50, Male
17,6, Never-married, Own-child, White,23, Female
25,13, Never-married, Not-in-family, White,20, Male
74,9, Widowed, Not-in-family, White,25, Female
31,11, Married-civ-spouse, Husband, White,40, Male
51,16, Married-civ-spouse, Husband, White,40, Male
67,9, Married-civ-spouse, Husband, White,10, Male
42,9, Never-married, Not-in-family, White,40, Male
29,9, Never-married, Not-in-family, White,40, Male
31,9, Married-civ-spouse, Husband, Black,40, Male
21,9, Married-civ-spouse, Husband, White,37, Male
67,6, Married-civ-spouse, Husband, White,16, Male
41,9, Divorced, Not-in-family, White,40, Male
27,13, Never-married, Not-in-family, White,36, Female
51,8, Divorced, Unmarried, White,50, Male
21,7, Married-civ-spouse, Wife, White,40, Female
28,9, Married-civ-spouse, Husband, White,46, Male
21,10, Never-married, Own-child, White,40, Male
28,11, Married-civ-spouse, Husband, White,40, Male
29,9, Married-civ-spouse, Husband, White,35, Male
39,9, Married-civ-spouse, Husband, White,70, Male
21,13, Never-married, Not-in-family, White,40, Male
43,11, Married-civ-spouse, Husband, White,40, Male
44,9, Never-married, Not-in-family, White,40, Male
28,7, Married-civ-spouse, Husband, White,50, Male
31,5, Never-married, Not-in-family, White,43, Male
18,9, Never-married, Own-child, White,30, Male
27,10, Married-civ-spouse, Wife, Amer-Indian-Eskimo,45, Female
34,10, Married-civ-spouse, Husband, White,40, Male
25,9, Never-married, Not-in-family, White,40, Male
34,13, Married-civ-spouse, Husband, White,40, Male
43,9, Married-civ-spouse, Husband, White,40, Male
40,14, Married-civ-spouse, Husband, White,50, Male
21,9, Never-married, Unmarried, Black,35, Female
25,10, Divorced, Unmarried, White,25, Female
21,9, Never-married, Not-in-family, White,40, Female
19,10, Never-married, Own-child, White,30, Male
49,12, Married-civ-spouse, Husband, White,40, Male
20,10, Never-married, Own-child, White,20, Male
36,7, Married-civ-spouse, Husband, White,47, Male
32,10, Separated, Unmarried, Black,40, Female
23,10, Never-married, Own-child, White,32, Male
21,10, Never-married, Own-child, White,10, Male
25,13, Never-married, Own-child, White,40, Male
26,3, Never-married, Not-in-family, White,40, Male
24,13, Never-married, Own-child, White,40, Female
22,10, Never-married, Unmarried, White,20, Female
26,9, Married-civ-spouse, Wife, White,40, Female
22,5, Never-married, Unmarried, White,40, Male
41,13, Married-civ-spouse, Husband, White,40, Male
18,9, Married-civ-spouse, Wife, White,40, Female
24,13, Never-married, Own-child, White,40, Male
38,9, Married-civ-spouse, Husband, White,48, Male
36,13, Never-married, Not-in-family, White,17, Female
45,14, Divorced, Own-child, White,55, Female
38,10, Married-civ-spouse, Husband, White,40, Male
38,9, Married-civ-spouse, Husband, White,50, Male
34,9, Never-married, Not-in-family, White,40, Male
53,12, Never-married, Not-in-family, Black,40, Male
32,11, Married-civ-spouse, Wife, White,40, Female
17,7, Never-married, Own-child, Black,30, Female
45,13, Married-civ-spouse, Husband, White,40, Male
31,9, Married-civ-spouse, Husband, White,48, Male
47,16, Married-civ-spouse, Husband, White,45, Male
27,9, Never-married, Not-in-family, White,50, Male
61,10, Married-civ-spouse, Wife, White,30, Female
33,9, Married-civ-spouse, Husband, White,40, Male
67,9, Separated, Other-relative, White,40, Female
38,13, Separated, Not-in-family, White,40, Male
25,9, Divorced, Unmarried, White,40, Female
33,3, Never-married, Unmarried, Other,40, Female
27,9, Married-civ-spouse, Wife, White,40, Female
45,9, Married-civ-spouse, Husband, White,60, Male
24,13, Never-married, Other-relative, Asian-Pac-Islander,40, Female
23,11, Never-married, Not-in-family, White,40, Male
48,10, Divorced, Unmarried, White,40, Female
61,10, Married-civ-spouse, Husband, White,40, Male
22,9, Never-married, Own-child, White,20, Female
34,11, Divorced, Unmarried, White,40, Female
32,9, Married-civ-spouse, Husband, White,40, Male
35,10, Divorced, Not-in-family, White,50, Female
36,6, Never-married, Not-in-family, White,40, Male
24,9, Never-married, Unmarried, White,40, Male
60,5, Married-civ-spouse, Husband, White,40, Male
28,13, Never-married, Not-in-family, White,43, Female
64,9, Divorced, Unmarried, White,20, Male
22,9, Never-married, Unmarried, White,35, Female
27,3, Never-married, Not-in-family, White,65, Female
36,10, Divorced, Not-in-family, White,60, Male
27,9, Never-married, Unmarried, Black,30, Female
52,10, Widowed, Not-in-family, White,40, Female
57,9, Married-civ-spouse, Husband, White,45, Male
23,10, Never-married, Not-in-family, Asian-Pac-Islander,24, Male
29,9, Married-civ-spouse, Husband, White,40, Male
34,9, Never-married, Not-in-family, Black,80, Male
38,9, Never-married, Unmarried, Black,30, Female
50,9, Married-civ-spouse, Husband, White,84, Male
50,7, Married-civ-spouse, Husband, White,40, Male
51,13, Married-civ-spouse, Wife, White,40, Female
17,6, Never-married, Own-child, White,40, Male
25,7, Married-spouse-absent, Not-in-family, White,40, Female
19,9, Married-civ-spouse, Husband, White,40, Male
43,9, Married-civ-spouse, Husband, White,40, Male
59,10, Separated, Not-in-family, White,60, Male
39,14, Never-married, Not-in-family, White,40, Male
18,5, Never-married, Own-child, White,40, Male
27,14, Never-married, Own-child, White,40, Female
39,11, Never-married, Not-in-family, White,60, Male
44,13, Married-civ-spouse, Husband, White,40, Male
19,9, Never-married, Other-relative, White,35, Female
32,9, Never-married, Own-child, White,40, Male
48,9, Married-civ-spouse, Husband, White,40, Male
46,12, Married-civ-spouse, Husband, White,50, Male
65,7, Widowed, Other-relative, White,20, Female
57,13, Married-civ-spouse, Husband, White,45, Male
48,9, Never-married, Unmarried, Black,32, Female
46,4, Married-civ-spouse, Husband, Asian-Pac-Islander,40, Male
27,6, Married-civ-spouse, Husband, White,40, Male
29,10, Married-civ-spouse, Husband, White,40, Male
21,9, Never-married, Unmarried, Black,25, Female
20,10, Never-married, Own-child, White,12, Female
51,9, Married-civ-spouse, Husband, White,40, Male
35,10, Married-civ-spouse, Husband, White,40, Male
29,9, Married-civ-spouse, Husband, White,70, Male
30,10, Married-civ-spouse, Husband, White,40, Male
65,9, Widowed, Not-in-family, White,15, Female
20,9, Married-spouse-absent, Not-in-family, White,35, Female
47,10, Married-civ-spouse, Husband, White,40, Male
41,9, Divorced, Unmarried, White,40, Male
17,5, Never-married, Own-child, White,16, Female
38,3, Married-civ-spouse, Other-relative, White,40, Male
38,14, Married-civ-spouse, Husband, White,40, Male
39,9, Never-married, Other-relative, White,4, Female
24,9, Separated, Not-in-family, White,38, Female
52,6, Married-civ-spouse, Husband, White,41, Male
46,10, Married-civ-spouse, Husband, White,58, Male
22,13, Never-married, Not-in-family, White,30, Female
56,14, Never-married, Not-in-family, White,50, Male
37,7, Divorced, Unmarried, Black,30, Female
59,13, Divorced, Not-in-family, White,55, Male
19,7, Married-civ-spouse, Own-child, White,55, Male
31,5, Never-married, Not-in-family, Other,45, Male
22,10, Never-married, Not-in-family, Asian-Pac-Islander,20, Male
48,16, Never-married, Unmarried, White,60, Female
63,13, Married-civ-spouse, Husband, White,60, Male
33,9, Married-civ-spouse, Husband, White,45, Male
53,9, Never-married, Not-in-family, White,10, Male
38,11, Married-civ-spouse, Husband, White,40, Male
39,12, Married-civ-spouse, Husband, White,24, Male
59,15, Married-spouse-absent, Unmarried, White,50, Male
45,9, Married-civ-spouse, Husband, White,40, Male
39,10, Divorced, Not-in-family, White,45, Female
60,9, Widowed, Not-in-family, White,35, Female
38,13, Divorced, Unmarried, White,56, Female
31,9, Divorced, Not-in-family, White,40, Male
61,13, Married-civ-spouse, Husband, White,50, Male
66,13, Married-civ-spouse, Husband, White,24, Male
26,13, Never-married, Not-in-family, Asian-Pac-Islander,20, Male
60,15, Married-civ-spouse, Husband, White,80, Male
68,4, Widowed, Not-in-family, White,15, Female
32,10, Divorced, Other-relative, White,60, Male
25,13, Never-married, Not-in-family, White,20, Female
43,9, Married-civ-spouse, Husband, White,40, Male
26,13, Never-married, Own-child, White,44, Male
55,14, Married-civ-spouse, Husband, White,55, Male
66,6, Widowed, Not-in-family, White,11, Female
31,9, Married-civ-spouse, Husband, White,40, Male
35,3, Married-civ-spouse, Husband, Asian-Pac-Islander,50, Male
58,15, Never-married, Not-in-family, White,40, Male
56,14, Married-civ-spouse, Husband, White,40, Male
22,10, Never-married, Own-child, White,16, Male
46,13, Married-civ-spouse, Husband, Black,40, Male
33,10, Married-civ-spouse, Wife, White,35, Female
26,14, Married-civ-spouse, Husband, White,30, Male
42,13, Married-civ-spouse, Husband, White,50, Male
45,9, Never-married, Own-child, White,40, Female
43,10, Married-civ-spouse, Wife, Other,6, Female
19,7, Never-married, Own-child, White,20, Male
27,13, Never-married, Own-child, White,99, Female
51,9, Married-civ-spouse, Husband, White,40, Male
42,9, Never-married, Own-child, White,40, Male
43,10, Married-civ-spouse, Husband, White,50, Male
38,13, Married-civ-spouse, Husband, White,45, Male
44,9, Divorced, Unmarried, White,40, Female
36,9, Married-civ-spouse, Husband, White,64, Male
37,9, Married-civ-spouse, Wife, Asian-Pac-Islander,60, Female
29,13, Never-married, Not-in-family, White,50, Male
53,9, Divorced, Not-in-family, White,40, Female
42,13, Married-spouse-absent, Not-in-family, White,45, Male
80,10, Widowed, Not-in-family, White,20, Female
61,7, Married-civ-spouse, Husband, White,40, Male
55,10, Married-civ-spouse, Husband, White,52, Male
20,10, Never-married, Own-child, White,25, Female
23,9, Never-married, Unmarried, White,40, Male
48,10, Married-civ-spouse, Husband, White,40, Male
24,13, Never-married, Own-child, White,50, Female
71,9, Married-civ-spouse, Husband, Black,40, Male
49,7, Married-civ-spouse, Wife, White,6, Female
39,9, Never-married, Not-in-family, White,50, Male
22,13, Never-married, Own-child, White,25, Female
67,13, Widowed, Not-in-family, White,40, Female
18,9, Never-married, Own-child, White,25, Female
38,13, Married-civ-spouse, Husband, White,54, Male
38,4, Married-civ-spouse, Husband, White,45, Male
50,9, Divorced, Not-in-family, White,40, Female
56,12, Married-civ-spouse, Wife, White,40, Female
23,10, Never-married, Not-in-family, White,20, Female
26,10, Married-civ-spouse, Husband, White,40, Male
32,9, Married-civ-spouse, Husband, White,40, Male
44,13, Never-married, Own-child, White,40, Male
27,9, Married-spouse-absent, Own-child, White,40, Female
40,10, Married-civ-spouse, Husband, White,40, Male
43,12, Married-civ-spouse, Husband, White,60, Male
31,10, Married-civ-spouse, Husband, White,35, Male
57,10, Married-civ-spouse, Husband, White,40, Male
25,13, Never-married, Not-in-family, White,35, Male
22,11, Never-married, Own-child, Black,36, Female
20,11, Never-married, Own-child, White,35, Female
27,9, Married-civ-spouse, Wife, White,40, Female
39,10, Divorced, Unmarried, White,40, Female
27,14, Never-married, Not-in-family, White,40, Male
41,9, Separated, Own-child, White,40, Male
31,13, Never-married, Not-in-family, White,45, Male
41,12, Married-civ-spouse, Husband, White,20, Male
25,13, Never-married, Not-in-family, White,40, Male
29,12, Never-married, Not-in-family, Black,40, Male
22,9, Married-civ-spouse, Own-child, White,50, Male
62,4, Married-civ-spouse, Husband, White,91, Male
29,9, Divorced, Not-in-family, Other,40, Female
44,10, Married-civ-spouse, Wife, White,70, Female
32,13, Married-civ-spouse, Wife, White,2, Female
19,9, Never-married, Unmarried, Black,40, Female
20,11, Never-married, Unmarried, White,40, Female
65,10, Married-civ-spouse, Husband, Black,40, Male
24,9, Never-married, Not-in-family, White,36, Female
37,14, Married-civ-spouse, Husband, White,50, Male
43,9, Divorced, Not-in-family, Black,40, Female
38,13, Married-civ-spouse, Wife, White,60, Female
28,12, Never-married, Own-child, White,35, Female
33,9, Never-married, Own-child, White,40, Male
32,9, Married-civ-spouse, Wife, White,40, Female
38,14, Married-civ-spouse, Husband, White,45, Male
33,10, Divorced, Not-in-family, White,40, Female
42,13, Married-civ-spouse, Husband, White,60, Male
27,9, Never-married, Not-in-family, White,40, Male
41,9, Divorced, Unmarried, White,40, Male
47,14, Married-civ-spouse, Husband, White,60, Male
55,7, Married-civ-spouse, Husband, White,45, Male
30,10, Never-married, Own-child, White,8, Male
54,10, Widowed, Unmarried, White,50, Female
40,13, Married-civ-spouse, Husband, White,40, Male
21,9, Never-married, Not-in-family, White,40, Female
34,13, Divorced, Unmarried, White,25, Female
30,13, Married-civ-spouse, Husband, White,40, Male
31,10, Never-married, Not-in-family, White,45, Female
22,9, Never-married, Not-in-family, White,37, Male
37,9, Married-civ-spouse, Husband, Black,40, Male
41,5, Married-civ-spouse, Wife, Asian-Pac-Islander,40, Female
52,14, Never-married, Own-child, White,40, Female
57,10, Married-civ-spouse, Husband, White,40, Male
48,10, Divorced, Not-in-family, White,48, Female
58,9, Married-civ-spouse, Husband, White,40, Male
35,5, Married-civ-spouse, Husband, White,50, Male
40,9, Never-married, Not-in-family, White,45, Female
30,9, Divorced, Not-in-family, White,25, Female
26,9, Married-civ-spouse, Husband, White,40, Male
46,9, Married-civ-spouse, Husband, White,60, Male
26,10, Married-civ-spouse, Husband, Black,40, Male
50,13, Divorced, Unmarried, Black,40, Female
22,9, Married-civ-spouse, Husband, White,50, Male
36,14, Widowed, Unmarried, Asian-Pac-Islander,40, Female
30,9, Married-civ-spouse, Husband, White,52, Male
58,12, Married-civ-spouse, Husband, White,50, Male
17,7, Never-married, Own-child, White,40, Male
72,11, Separated, Unmarried, White,25, Female
19,9, Never-married, Not-in-family, White,40, Female
29,4, Married-civ-spouse, Wife, White,40, Female
20,9, Never-married, Own-child, Black,25, Female
30,10, Married-civ-spouse, Husband, White,40, Male
47,10, Divorced, Unmarried, White,45, Female
51,10, Married-civ-spouse, Husband, White,45, Male
26,6, Married-civ-spouse, Husband, White,40, Male
24,10, Never-married, Not-in-family, White,42, Male
44,14, Divorced, Not-in-family, White,24, Male
43,9, Married-civ-spouse, Husband, White,50, Male
35,13, Never-married, Not-in-family, White,50, Male
51,9, Married-civ-spouse, Husband, White,50, Male
41,9, Married-civ-spouse, Husband, White,40, Male
38,10, Divorced, Unmarried, Other,40, Female
39,9, Married-civ-spouse, Wife, Asian-Pac-Islander,20, Female
54,6, Separated, Unmarried, White,43, Female
62,9, Never-married, Not-in-family, White,40, Male
45,16, Married-civ-spouse, Husband, White,60, Male
30,9, Never-married, Own-child, Black,35, Female
32,9, Married-civ-spouse, Husband, White,40, Male
23,9, Divorced, Not-in-family, White,40, Female
84,11, Widowed, Not-in-family, White,14, Female
46,13, Never-married, Own-child, White,60, Male
67,14, Divorced, Not-in-family, White,40, Female
29,13, Married-civ-spouse, Husband, White,40, Male
33,11, Never-married, Not-in-family, White,55, Male
23,10, Married-civ-spouse, Husband, White,42, Male
63,9, Married-civ-spouse, Husband, White,55, Male
55,9, Separated, Not-in-family, Black,40, Female
42,15, Divorced, Unmarried, White,40, Female
17,7, Never-married, Own-child, Amer-Indian-Eskimo,20, Female
60,3, Married-civ-spouse, Husband, White,40, Male
31,8, Divorced, Own-child, White,40, Male
28,4, Never-married, Own-child, White,40, Male
31,5, Married-civ-spouse, Husband, Black,48, Male
65,13, Married-civ-spouse, Husband, White,40, Male
31,13, Never-married, Not-in-family, White,50, Male
61,9, Divorced, Not-in-family, Black,40, Female
43,15, Married-civ-spouse, Husband, White,50, Male
40,10, Never-married, Unmarried, Black,49, Female
39,9, Never-married, Not-in-family, White,40, Male
37,10, Married-spouse-absent, Unmarried, Black,27, Female
47,10, Married-civ-spouse, Husband, Amer-Indian-Eskimo,40, Male
45,10, Married-civ-spouse, Husband, White,65, Male
30,9, Married-civ-spouse, Husband, White,60, Male
30,15, Never-married, Own-child, White,40, Male
49,10, Divorced, Not-in-family, White,44, Male
51,9, Married-civ-spouse, Husband, White,40, Male
31,13, Never-married, Not-in-family, White,72, Female
48,13, Married-civ-spouse, Wife, White,25, Female
20,10, Never-married, Own-child, Asian-Pac-Islander,30, Female
32,9, Married-civ-spouse, Husband, White,40, Male
31,10, Never-married, Unmarried, Black,40, Female
19,9, Never-married, Not-in-family, White,25, Male
50,14, Divorced, Not-in-family, White,35, Female
33,9, Married-civ-spouse, Husband, White,50, Male
25,13, Never-married, Own-child, White,20, Male
49,9, Divorced, Not-in-family, White,40, Male
30,10, Married-civ-spouse, Husband, White,40, Male
23,13, Never-married, Not-in-family, White,40, Male
44,16, Married-civ-spouse, Wife, White,32, Female
24,11, Never-married, Unmarried, White,5, Male
28,11, Never-married, Not-in-family, Asian-Pac-Islander,45, Female
56,9, Divorced, Unmarried, White,40, Female
38,9, Never-married, Not-in-family, White,38, Female
20,10, Never-married, Own-child, White,20, Female
82,9, Widowed, Not-in-family, White,18, Female
52,13, Married-civ-spouse, Husband, White,60, Male
32,10, Never-married, Not-in-family, Black,40, Male
37,11, Separated, Unmarried, White,32, Female
36,13, Married-civ-spouse, Husband, White,40, Male
39,13, Married-civ-spouse, Husband, White,40, Male
30,9, Married-civ-spouse, Own-child, Asian-Pac-Islander,40, Male
49,9, Married-civ-spouse, Husband, White,56, Male
40,11, Divorced, Unmarried, White,40, Female
42,7, Married-civ-spouse, Husband, White,45, Male
35,13, Never-married, Not-in-family, White,40, Male
39,9, Divorced, Unmarried, White,81, Female
32,11, Married-spouse-absent, Not-in-family, White,40, Male
22,7, Never-married, Not-in-family, White,50, Male
53,10, Divorced, Not-in-family, White,40, Female
25,9, Never-married, Not-in-family, White,40, Male
17,6, Never-married, Own-child, White,30, Male
44,9, Married-civ-spouse, Husband, White,70, Male
52,14, Married-civ-spouse, Husband, White,40, Male
42,9, Married-civ-spouse, Husband, Amer-Indian-Eskimo,40, Male
34,7, Married-civ-spouse, Husband, White,50, Male
27,10, Married-civ-spouse, Husband, White,40, Male
37,9, Never-married, Not-in-family, Black,40, Male
39,14, Married-civ-spouse, Other-relative, Other,38, Female
26,9, Married-civ-spouse, Husband, White,40, Male
48,14, Married-civ-spouse, Wife, White,38, Female
57,9, Divorced, Unmarried, White,28, Female
36,11, Separated, Not-in-family, White,48, Male
27,13, Never-married, Not-in-family, White,40, Female
17,7, Never-married, Own-child, White,15, Male
30,3, Married-civ-spouse, Husband, White,40, Male
